,count
http://dblp.ics.uci.edu/authors,0
http://dblp.ics.uci.edu,0
http://www.ics.uci.edu/~icetindi,0
http://www.ics.uci.edu/~chenli/thunderbird-project.txt,176
http://news.nacs.uci.edu/2009/05/psearch-nacs-and-ics-collaborate,0
http://asterix.ics.uci.edu,506
https://asterix.ics.uci.edu/supporters.html,58
https://asterix.ics.uci.edu/thesis.html,572
https://asterix.ics.uci.edu/publications.html,885
https://asterixdb.ics.uci.edu/fuzzyjoin-mapreduce,0
https://flamingo.ics.uci.edu/releases/4.1,1486
https://asterix.ics.uci.edu/index.html,506
http://www.ics.uci.edu/~cs122b,0
http://fr.ics.uci.edu/widgets/chilepersonfinder,0
http://fr.ics.uci.edu/haiti,432
http://www.ics.uci.edu/community/news/press/view_press?id=100,16
http://fr.ics.uci.edu/haitisearch,0
http://fr.ics.uci.edu/widgets/redcross/info.html,0
http://fr.ics.uci.edu/widgets/haiticrisis,0
http://fr.ics.uci.edu/haiticrisis,0
http://fr.ics.uci.edu,459
http://www.ics.uci.edu/~sharad,10
http://www.ics.uci.edu/~cs223,0
http://flamingo.ics.uci.edu/localsearch/fuzzysearch,0
http://asterix.ics.uci.edu/fuzzyjoin-mapreduce,0
http://flamingo.ics.uci.edu/releases/3.0,1441
http://jujube.ics.uci.edu/localsearch/fuzzysearch,0
http://www.ics.uci.edu/community/news/press/view_press?id=107,0
http://www.ics.uci.edu/~xhx,501
https://cbcl.ics.uci.edu/doku.php/teaching/cs295w11/start,0
https://cbcl.ics.uci.edu/doku.php/teaching/cs285s14/start,0
http://www.ics.uci.edu/courses/ics6n,0
http://www.ics.uci.edu/courses/CS206,0
http://www.ics.uci.edu/courses/CS175,0
http://www.ics.uci.edu/courses/CS273P,0
http://ipubmed.ics.uci.edu,365
http://flamingo.ics.uci.edu/releases/4.0,1504
http://chime.ics.uci.edu,0
http://flamingo.ics.uci.edu/spellchecker,513
http://www.ics.uci.edu/~sjavanma,0
http://www.ics.uci.edu/~yganjisa,0
http://cherry.ics.uci.edu,0
http://hobbes.ics.uci.edu,246
http://www.ics.uci.edu/~yunh,0
http://hobbes.ics.uci.edu/contact.shtml,64
http://hobbes.ics.uci.edu/faq.shtml,521
http://hobbes.ics.uci.edu/manual.shtml,1248
http://hobbes.ics.uci.edu/manual_v1.x.shtml,1488
http://hobbes.ics.uci.edu/examples.shtml,534
http://hobbes.ics.uci.edu/quickstart.shtml,545
http://hobbes.ics.uci.edu/download.shtml,160
https://hobbes.ics.uci.edu/downloads/releases/license.txt,223
http://hobbes.ics.uci.edu/index.shtml,246
http://psearch.ics.uci.edu,161
http://psearch.ics.uci.edu/update-directory,0
http://psearch.ics.uci.edu/uc-directories,0
http://psearch.ics.uci.edu/about,0
http://www.cs.uci.edu/research/seminarseries,0
http://flamingo.ics.uci.edu,1401
http://www.ics.uci.edu/community/news/notes/index,0
http://asterixdb.ics.uci.edu/documentation/index.html,0
http://www.ics.uci.edu/~cs222,0
http://cloudberry.ics.uci.edu,122
http://cloudberry.ics.uci.edu/quick-start,892
https://cloudberry.ics.uci.edu/about,225
http://cloudberry.ics.uci.edu/aboutme/luochen01.github.io,0
https://www.ics.uci.edu/~taewok2,0
https://www.ics.uci.edu/~mjcarey,104
https://www.ics.uci.edu/MJCarey_Contact.html,0
https://www.ics.uci.edu/MJCarey_Invited_Lectures.html,0
https://www.ics.uci.edu/MJCarey_Patents.html,0
https://www.ics.uci.edu/MJCarey_Honors.html,0
https://www.ics.uci.edu/MJCarey_Prior_Research_Funding.html,0
https://www.ics.uci.edu/MJCarey_PhD_Students_Supervised.html,0
https://www.ics.uci.edu/MJCarey_Professional_Activities.html,0
https://www.ics.uci.edu/MJCarey_Publications.html,0
https://www.ics.uci.edu/MJCarey_Professional_Experience.html,0
https://www.ics.uci.edu/index.html,0
https://cloudberry.ics.uci.edu/news,231
https://cloudberry.ics.uci.edu/2015/12,80
https://cloudberry.ics.uci.edu/hello-world,149
https://cloudberry.ics.uci.edu/tag/tech,76
https://cloudberry.ics.uci.edu/2015,77
https://cloudberry.ics.uci.edu/2016/05,83
https://cloudberry.ics.uci.edu/best-data-visualization-award,156
https://cloudberry.ics.uci.edu/we-have-a-new-youtube-video,154
https://cloudberry.ics.uci.edu/2016,143
https://cloudberry.ics.uci.edu/prof-li-give-talks-about-cloudberry-at-salesforce-and-huawei,160
https://cloudberry.ics.uci.edu/2016/07,88
https://cloudberry.ics.uci.edu/2016/08,98
https://cloudberry.ics.uci.edu/2016/09,89
https://cloudberry.ics.uci.edu/2016/11,84
https://cloudberry.ics.uci.edu/2017/08,91
https://cloudberry.ics.uci.edu/2017,113
https://cloudberry.ics.uci.edu/2017/09,87
https://cloudberry.ics.uci.edu/2017/11,86
https://cloudberry.ics.uci.edu/2018/12,86
https://cloudberry.ics.uci.edu/2018,83
https://cloudberry.ics.uci.edu/2019/09,143
https://cloudberry.ics.uci.edu/2019,140
https://cloudberry.ics.uci.edu/news/page/2,110
https://cloudberry.ics.uci.edu/news/page/1,231
https://cloudberry.ics.uci.edu/prof-li-attended-the-mhsrs-symposium-to-show-cloudberry,160
https://cloudberry.ics.uci.edu/prof-li-gave-a-talk-about-cloudberry-at-apweb-suzhou-china,171
http://cloudberry.ics.uci.edu/2016-09-23-APWeb/ada.suda.edu.cn/apweb2016,0
https://cloudberry.ics.uci.edu/cloudberry-at-acm-sigspatial-2016,182
https://cloudberry.ics.uci.edu/prof-li-gave-talks-about-cloudberry-at-huawei-google-teradata-and-arl,180
https://cloudberry.ics.uci.edu/jianfeng-won-the-google-graduate-student-award-in-ics,177
https://cloudberry.ics.uci.edu/author/chenli,199
https://cloudberry.ics.uci.edu/jianfeng-has-successfully-defended-his-ph-d-thesis,168
https://cloudberry.ics.uci.edu/taewoo-has-successfully-defended-his-ph-d-thesis,168
https://cloudberry.ics.uci.edu/prof-chen-li-gave-a-talk-titled-big-spatial-data-visualization-using-cloudberry-at-tu-berlin-germany,192
https://cloudberry.ics.uci.edu/prof-chen-li-gave-a-tutorial-talk-at-vldb-summer-school-2019-in-china-about-big-spatial-visualization,214
https://cloudberry.ics.uci.edu/author/dolphin,159
https://cloudberry.ics.uci.edu/sadeem-alsudais-qiushi-bai-and-prof-chen-li-gave-a-tutorial-presentation-at-boss-2019-workshop-in-los-angeles-about-cloudberry-big-data-visualization,227
https://cloudberry.ics.uci.edu/pubs,706
https://cloudberry.ics.uci.edu/category/uncategorized,232
https://cloudberry.ics.uci.edu/category/uncategorized/page/2,111
https://cloudberry.ics.uci.edu/category/uncategorized/page/1,232
http://cloudberry.ics.uci.edu/apps/twittermap,0
https://coronavirustwittermap.ics.uci.edu,0
http://www.ics.uci.edu/~jianfenj,0
http://cloudberry.ics.uci.edu/demos/twittermap,0
http://www.cs.uci.edu/socal-social-analytics-workshop-serves-as-catalyst-for-multidisciplinary-collaborations,0
https://chenli.ics.uci.edu/student,791
https://www.cs.uci.edu/nsf-continues-funding-for-asterixdb-with-2m-grant,0
https://ds4all.ics.uci.edu/ds4all2025,417
https://ds4all.ics.uci.edu,196
https://ds4all.ics.uci.edu/ds4all2024,484
https://ds4all.ics.uci.edu/ds4all2023,509
https://chenli.ics.uci.edu/miscellaneous,227
http://www.ics.uci.edu/~chenli/pdf-font-types/index.html,739
http://www.ics.uci.edu/~chenli/pdf-font-types/solid.fig,21
http://www.ics.uci.edu/~chenli/pdf-font-types/pattern.fig,21
http://www.ics.uci.edu/~chenli/pods05,820
http://www.ics.uci.edu/~chenli/acm_proc_article-sp.cls,0
http://www.ics.uci.edu/~chenli/sig-alternate.cls,0
https://chenli.ics.uci.edu/past-news,11801
https://mcs.ics.uci.edu,1129
https://ics.uci.edu/event/master-of-computer-science-information-session-11-21,16
https://ics.uci.edu/event/master-of-computer-science-information-session-11-14,608
https://ics.uci.edu/event/master-of-computer-science-information-session-11-04,16
https://ics.uci.edu/event/professional-masters-programs-information-session-11-03-2025,628
https://mcs.ics.uci.edu/faq,1279
https://code.ics.uci.edu/students/faq,1886
https://mhcid.ics.uci.edu,335
https://mhcid.ics.uci.edu/homepage/curriculum,712
https://mhcid.ics.uci.edu/homepage/about-the-program,438
https://mhcid.ics.uci.edu/faq,1308
https://mhcid.ics.uci.edu/costs-and-financial-aid,357
https://mhcid.ics.uci.edu/information-sessions,335
https://ics.uci.edu/event/master-of-human-computer-interaction-design-12-16-25,16
https://ics.uci.edu/event/master-of-human-computer-interaction-design-12-05-25,16
https://ics.uci.edu/event/master-of-human-computer-interaction-design-11-07-25,16
https://ics.uci.edu/event/master-of-human-computer-interaction-design-10-14-25,16
https://mhcid.ics.uci.edu/applicant-portfolio,497
https://mhcid.ics.uci.edu/admissions-overview,487
https://mhcid.ics.uci.edu/mhcid-advisory-board,252
https://ics.uci.edu/~ampiper,533
https://mhcid.ics.uci.edu/alumni-experiences,235
https://mhcid.ics.uci.edu/faculty-staff,380
https://mhcid.ics.uci.edu/career-outcomes,208
https://mhcid.ics.uci.edu/capstone-projects,294
https://mhcid.ics.uci.edu/curriculum,712
https://mhcid.ics.uci.edu/about-the-program,438
https://code.ics.uci.edu/career-team,736
https://code.ics.uci.edu/alumni,270
https://code.ics.uci.edu/students/resources-for-international-students,307
https://code.ics.uci.edu/students/additional-resources,264
https://code.ics.uci.edu/students/interviewing,516
https://code.ics.uci.edu/students/job-search-sites-resources,324
https://code.ics.uci.edu/students/personal-branding-networking,1167
https://code.ics.uci.edu/students/career-planning,359
https://code.ics.uci.edu/students/career-services-overview,373
https://code.ics.uci.edu/employers,202
http://code.ics.uci.edu,359
https://www.ics.uci.edu/professionalprograms,0
https://mswe.ics.uci.edu,2115
https://mcs.ics.uci.edu/prospective-students/admissions-requirement,1129
https://mcs.ics.uci.edu/policies,378
https://mcs.ics.uci.edu/faculty-and-staff,443
https://ics.uci.edu/?people=diane-flamm,16
https://ics.uci.edu/?people=anto-park,499
https://ics.uci.edu/?people=david-lennox,16
https://ics.uci.edu/?people=jaclyn-kung,504
https://ics.uci.edu/?people=ian-harris,770
https://ics.uci.edu/2021/12/13/embedded-capture-the-flag-competition,16
https://ics.uci.edu/2022/02/02/black-history-month-sharing-resources-to-expand-diversity-in-tech,16
https://ics.uci.edu/category/academics/computer-science,16
https://ics.uci.edu/2022/06/26/uci-takes-fourth-place-in-first-appearance-at-embedded-capture-the-flag-competition,16
https://ics.uci.edu/2023/11/03/meeting-the-demand-for-cloud-security,16
https://ics.uci.edu/2024/05/23/embedded-security-team-ranked-11th-in-the-world-at-ectf,16
https://ics.uci.edu/category/article,16
https://ics.uci.edu/2024/06/14/zotgpt-to-help-in-design-of-nicotine-cessation-bot,16
https://ics.uci.edu/research-areas/security-privacy-cryptography,16
https://ics.uci.edu/research-areas/ai-ml-and-natural-language-processing,16
http://www.ics.uci.edu/~harris,485
https://ics.uci.edu/?people=elaheh-eli-bozorgzadeh,561
https://ics.uci.edu/research-areas/computer-architecture-embedded-systems,747
http://www.ics.uci.edu/~eli,0
https://ics.uci.edu/?people=faisal-nawab,613
https://ics.uci.edu/2024/06/13/from-legal-codes-to-coding-computer-scientists-tackle-data-privacy-law-uc-davis-news,1163
https://ics.uci.edu/2025/08/22/ics-celebrates-and-mourns-two-of-its-staunchest-champions,1153
https://ics.uci.edu/2025/08/22/this-extremely-cute-bean-wants-to-help-you-stop-doomscrolling,16
https://ics.uci.edu/tag/ted-smith,16
https://ics.uci.edu/tag/in-memoriam,16
https://ics.uci.edu/tag/bob-kleist,16
https://ics.uci.edu/category/academics,16
https://ics.uci.edu/2025/09/02/ics-summer-academy-2025-inspires-bright-young-minds,16
https://ics.uci.edu/category/article/awards,16
https://ics.uci.edu/2025/09/10/aaron-trammell-named-higher-education-video-game-association-fellow,16
https://ics.uci.edu/2025/09/18/blending-psychiatry-and-computer-science-to-improve-mental-health,16
https://ics.uci.edu/2025/09/30/national-collegiate-cyber-defense-competition-champions-tour-dc,16
https://ics.uci.edu/2025/10/03/uc-irvine-data-science-students-partner-with-choc-research-and-rady-childrens-health-to-develop-personalized-pediatric-dehydration-management-solutions,16
https://ics.uci.edu/category/article/highlight,799
https://ics.uci.edu/category/article/highlight/page/3,16
https://ics.uci.edu/category/article/highlight/page/2,16
https://ics.uci.edu/2025/04/07/how-cozy-gaming-is-taking-mindfulness-mainstream,16
https://ics.uci.edu/2025/04/25/adolescents-want-privacy-not-just-accuracy-from-health-ai-tools,16
https://ics.uci.edu/2025/05/06/educating-through-innovation-id-techs-capstone-journey-with-students-at-uci,16
https://ics.uci.edu/2025/05/14/perseverance-and-community-are-keys-to-success-for-punit-shah,16
https://ics.uci.edu/2025/05/15/2025-aspirations-in-computing-event-honors-local-student-innovation-and-success,16
https://ics.uci.edu/2025/05/20/uc-irvine-team-wins-national-collegiate-cyber-defense-competition,16
https://ics.uci.edu/2025/05/21/engineering-and-information-and-computer-sciences-schools-induct-six-alumni-into-2025-hall-of-fame,16
https://ics.uci.edu/2025/05/22/codazen-provides-ai-driven-color-generation-design-platform-for-uc-irvine-capstone-project,16
